,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_response_rate,host_acceptance_rate,transformed_review_scores_rating,transformed_review_scores_accuracy,transformed_review_scores_cleanliness,transformed_review_scores_checkin,transformed_review_scores_communication,transformed_review_scores_location,transformed_review_scores_value
15,4.52,4.68,4.16,4.97,5.0,4.95,4.58,0.0,,-0.731888008876375,-1.1363141558521204,-0.17316361900918917,-3.4737680744969825,-6.907755278982137,-2.9759296462578146,-0.8651224452997558
16,4.71,4.87,4.46,4.9,4.85,4.87,4.36,86.0,56.0,-1.2344320118106444,-2.0325579557809865,-0.6143360001356555,-2.292634762140881,-1.8904754421672103,-2.0325579557809865,-0.4447258220614675
17,4.89,4.91,4.73,4.91,4.84,4.84,4.9,0.0,0.0,-2.1982250776698002,-2.3968957724652884,-1.3056364581024378,-2.3968957724652884,-1.8263509139976732,-1.8263509139976732,-2.292634762140881
18,4.66,4.48,4.6,4.72,4.85,4.34,4.63,100.0,84.0,-1.0758728016986208,-0.6520052372287709,-0.9137938516755669,-1.2694006096483903,-1.8904754421672103,-0.41400143913045057,-0.9915532163747016
19,4.74,4.76,4.61,4.86,4.78,4.88,4.76,100.0,100.0,-1.3432348716594444,-1.4229583454914811,-0.9390477189967721,-1.958995388603971,-1.5095925774643855,-2.111964733385395,-1.4229583454914811
20,,,,,,,,,,,,,,,,
21,4.39,4.57,4.03,4.8,4.85,4.7,4.55,100.0,68.0,-0.4926583198105412,-0.84164718887839,-0.029428810690812397,-1.6044503709230604,-1.8904754421672103,-1.2006450142332619,-0.7962879394794583
22,4.81,4.82,4.69,4.97,4.9,4.51,4.7,,,-1.6554818509355052,-1.709258247716313,-1.1679623668029042,-3.4737680744969825,-2.292634762140881,-0.711311151187616,-1.2006450142332619
23,4.9,4.91,4.9,4.9,4.9,4.88,4.84,100.0,93.0,-2.292634762140881,-2.3968957724652884,-2.292634762140881,-2.292634762140881,-2.292634762140881,-2.111964733385395,-1.8263509139976732
24,4.49,4.59,4.39,4.7,4.52,4.02,4.35,93.0,80.0,-0.6713856887784331,-0.8891620644859021,-0.4926583198105412,-1.2006450142332619,-0.731888008876375,-0.019182819416773533,-0.42924563677356725
25,4.14,4.33,4.68,4.38,4.26,3.59,4.2,90.0,79.0,-0.14966077455440588,-0.39898614201045535,-1.1363141558521204,-0.4764241970486581,-0.29975465368604987,0.34429867287067695,-0.22189433191377805
26,4.68,4.75,4.45,4.9,4.86,4.5,4.72,100.0,93.0,-1.1363141558521204,-1.3823023398503531,-0.5960204698292229,-2.292634762140881,-1.958995388603971,-0.6911491778972723,-1.2694006096483903
27,4.76,4.83,4.59,4.71,4.62,4.78,4.76,96.0,79.0,-1.4229583454914811,-1.7660917224794777,-0.8891620644859021,-1.2344320118106444,-0.9649559038554364,-1.5095925774643855,-1.4229583454914811
28,4.82,4.88,4.91,4.91,4.93,4.8,4.78,100.0,0.0,-1.709258247716313,-2.111964733385395,-2.3968957724652884,-2.3968957724652884,-2.645075401940818,-1.6044503709230604,-1.5095925774643855
29,4.55,4.37,3.91,4.85,4.77,4.15,4.45,100.0,100.0,-0.7962879394794583,-0.4604494164409241,0.08709470685093354,-1.8904754421672103,-1.4653375684603416,-0.16134315040876332,-0.5960204698292229
30,4.63,4.77,4.74,4.81,4.79,4.88,4.68,96.0,98.0,-0.9915532163747016,-1.4653375684603416,-1.3432348716594444,-1.6554818509355052,-1.5558971455060706,-2.111964733385395,-1.1363141558521204
31,4.59,4.68,4.5,5.0,4.82,4.71,4.43,100.0,100.0,-0.8891620644859021,-1.1363141558521204,-0.6911491778972723,-6.907755278982137,-1.709258247716313,-1.2344320118106444,-0.5603660693261263
32,4.85,4.79,4.79,4.83,4.83,4.83,4.64,,,-1.8904754421672103,-1.5558971455060706,-1.5558971455060706,-1.7660917224794777,-1.7660917224794777,-1.7660917224794777,-1.0188773206492552
33,5.0,4.8,4.8,5.0,5.0,4.8,4.8,33.0,9.0,-6.907755278982137,-1.6044503709230604,-1.6044503709230604,-6.907755278982137,-6.907755278982137,-1.6044503709230604,-1.6044503709230604
34,4.68,4.61,4.45,4.55,4.53,4.7,4.59,83.0,46.0,-1.1363141558521204,-0.9390477189967721,-0.5960204698292229,-0.7962879394794583,-0.7528971849657198,-1.2006450142332619,-0.8891620644859021
35,4.93,4.95,4.93,4.98,4.98,4.85,4.89,100.0,29.0,-2.645075401940818,-2.9759296462578146,-2.645075401940818,-3.8632328412587342,-3.8632328412587342,-1.8904754421672103,-2.1982250776698002
36,4.6,4.64,4.32,4.81,4.77,4.69,4.58,90.0,0.0,-0.9137938516755669,-1.0188773206492552,-0.3841929728326251,-1.6554818509355052,-1.4653375684603416,-1.1679623668029042,-0.8651224452997558
37,4.78,4.82,4.75,4.79,4.76,4.72,4.69,94.0,100.0,-1.5095925774643855,-1.709258247716313,-1.3823023398503531,-1.5558971455060706,-1.4229583454914811,-1.2694006096483903,-1.1679623668029042
38,4.74,4.88,4.76,4.92,4.92,4.72,4.48,100.0,72.0,-1.3432348716594444,-2.111964733385395,-1.4229583454914811,-2.5133061243096972,-2.5133061243096972,-1.2694006096483903,-0.6520052372287709
39,4.66,4.75,4.38,4.76,4.87,4.9,4.63,94.0,72.0,-1.0758728016986208,-1.3823023398503531,-0.4764241970486581,-1.4229583454914811,-2.0325579557809865,-2.292634762140881,-0.9915532163747016
40,4.83,4.9,4.73,4.96,4.93,4.41,4.76,100.0,94.0,-1.7660917224794777,-2.292634762140881,-1.3056364581024378,-3.1941832122778284,-2.645075401940818,-0.5259392615760391,-1.4229583454914811
41,4.8,4.74,4.9,4.98,4.98,4.56,4.55,100.0,33.0,-1.6044503709230604,-1.3432348716594444,-2.292634762140881,-3.8632328412587342,-3.8632328412587342,-0.8187104035352901,-0.7962879394794583
42,4.9,4.9,4.8,4.93,4.92,4.83,4.88,,100.0,-2.292634762140881,-2.292634762140881,-1.6044503709230604,-2.645075401940818,-2.5133061243096972,-1.7660917224794777,-2.111964733385395
43,4.84,5.0,4.88,4.88,4.94,4.88,4.76,20.0,0.0,-1.8263509139976732,-6.907755278982137,-2.111964733385395,-2.111964733385395,-2.796881414808832,-2.111964733385395,-1.4229583454914811
44,4.41,4.38,4.26,4.82,4.76,4.71,4.47,,,-0.5259392615760391,-0.4764241970486581,-0.29975465368604987,-1.709258247716313,-1.4229583454914811,-1.2344320118106444,-0.6329932577401978
45,4.95,4.95,4.96,4.98,4.98,5.0,4.93,100.0,100.0,-2.9759296462578146,-2.9759296462578146,-3.1941832122778284,-3.8632328412587342,-3.8632328412587342,-6.907755278982137,-2.645075401940818
46,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,,-6.907755278982137,-6.907755278982137,0.6936470556015963,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
47,4.71,4.88,4.8,4.76,4.82,4.25,4.69,,0.0,-1.2344320118106444,-2.111964733385395,-1.6044503709230604,-1.4229583454914811,-1.709258247716313,-0.28634962721800233,-1.1679623668029042
48,4.69,4.85,4.79,4.86,4.79,4.57,4.71,,,-1.1679623668029042,-1.8904754421672103,-1.5558971455060706,-1.958995388603971,-1.5558971455060706,-0.84164718887839,-1.2344320118106444
49,4.49,4.65,3.53,4.65,4.68,4.98,4.41,0.0,0.0,-0.6713856887784331,-1.0469690555162723,0.3859424416193005,-1.0469690555162723,-1.1363141558521204,-3.8632328412587342,-0.5259392615760391
50,4.89,4.96,4.87,4.96,4.85,4.98,4.91,100.0,60.0,-2.1982250776698002,-3.1941832122778284,-2.0325579557809865,-3.1941832122778284,-1.8904754421672103,-3.8632328412587342,-2.3968957724652884
51,4.34,4.62,3.86,4.34,4.24,4.52,4.52,0.0,0.0,-0.41400143913045057,-0.9649559038554364,0.1319050708799386,-0.41400143913045057,-0.27312192112045147,-0.731888008876375,-0.731888008876375
52,4.05,4.26,3.69,4.59,4.39,4.4,4.16,,,-0.05024121643674656,-0.29975465368604987,0.27079020478156274,-0.8891620644859021,-0.4926583198105412,-0.50916034444693,-0.17316361900918917
53,4.69,4.79,4.57,4.93,4.91,4.76,4.76,,57.0,-1.1679623668029042,-1.5558971455060706,-0.84164718887839,-2.645075401940818,-2.3968957724652884,-1.4229583454914811,-1.4229583454914811
54,5.0,5.0,5.0,5.0,4.67,5.0,4.33,,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.105636903605074,-6.907755278982137,-0.39898614201045535
55,4.97,4.97,4.8,5.0,5.0,5.0,4.91,0.0,0.0,-3.4737680744969825,-3.4737680744969825,-1.6044503709230604,-6.907755278982137,-6.907755278982137,-6.907755278982137,-2.3968957724652884
56,4.69,4.83,4.87,4.83,4.73,4.65,4.68,94.0,50.0,-1.1679623668029042,-1.7660917224794777,-2.0325579557809865,-1.7660917224794777,-1.3056364581024378,-1.0469690555162723,-1.1363141558521204
57,4.43,4.71,4.27,4.49,4.76,4.98,4.56,100.0,89.0,-0.5603660693261263,-1.2344320118106444,-0.313341819232358,-0.6713856887784331,-1.4229583454914811,-3.8632328412587342,-0.8187104035352901
58,4.82,4.77,4.93,4.95,4.77,4.77,4.85,100.0,100.0,-1.709258247716313,-1.4653375684603416,-2.645075401940818,-2.9759296462578146,-1.4653375684603416,-1.4653375684603416,-1.8904754421672103
59,4.62,4.76,4.45,4.97,4.97,4.79,4.72,,,-0.9649559038554364,-1.4229583454914811,-0.5960204698292229,-3.4737680744969825,-3.4737680744969825,-1.5558971455060706,-1.2694006096483903
60,4.75,4.85,4.67,4.92,4.88,4.65,4.73,,0.0,-1.3823023398503531,-1.8904754421672103,-1.105636903605074,-2.5133061243096972,-2.111964733385395,-1.0469690555162723,-1.3056364581024378
61,4.52,4.6,4.68,4.84,4.82,4.83,4.63,96.0,98.0,-0.731888008876375,-0.9137938516755669,-1.1363141558521204,-1.8263509139976732,-1.709258247716313,-1.7660917224794777,-0.9915532163747016
62,4.93,4.95,4.96,4.98,4.98,4.89,4.91,100.0,100.0,-2.645075401940818,-2.9759296462578146,-3.1941832122778284,-3.8632328412587342,-3.8632328412587342,-2.1982250776698002,-2.3968957724652884
63,4.6,4.47,4.47,4.8,4.87,4.87,4.4,,,-0.9137938516755669,-0.6329932577401978,-0.6329932577401978,-1.6044503709230604,-2.0325579557809865,-2.0325579557809865,-0.50916034444693
64,4.77,4.76,4.87,4.91,4.89,4.64,4.72,100.0,95.0,-1.4653375684603416,-1.4229583454914811,-2.0325579557809865,-2.3968957724652884,-2.1982250776698002,-1.0188773206492552,-1.2694006096483903
65,4.85,4.63,4.79,5.0,4.89,4.79,4.74,100.0,,-1.8904754421672103,-0.9915532163747016,-1.5558971455060706,-6.907755278982137,-2.1982250776698002,-1.5558971455060706,-1.3432348716594444
66,4.14,4.17,3.83,4.33,4.33,4.67,4.17,100.0,0.0,-0.14966077455440588,-0.18512548412668878,0.15785808461558012,-0.39898614201045535,-0.39898614201045535,-1.105636903605074,-0.18512548412668878
67,4.95,4.94,5.0,4.88,4.88,4.94,4.88,,,-2.9759296462578146,-2.796881414808832,-6.907755278982137,-2.111964733385395,-2.111964733385395,-2.796881414808832,-2.111964733385395
68,4.69,4.31,4.55,4.77,4.67,4.38,4.5,100.0,84.0,-1.1679623668029042,-0.3696154552144666,-0.7962879394794583,-1.4653375684603416,-1.105636903605074,-0.4764241970486581,-0.6911491778972723
69,4.93,4.92,4.94,4.98,4.98,4.83,4.9,100.0,98.0,-2.645075401940818,-2.5133061243096972,-2.796881414808832,-3.8632328412587342,-3.8632328412587342,-1.7660917224794777,-2.292634762140881
70,4.76,4.85,4.83,4.82,4.92,4.89,4.62,100.0,44.0,-1.4229583454914811,-1.8904754421672103,-1.7660917224794777,-1.709258247716313,-2.5133061243096972,-2.1982250776698002,-0.9649559038554364
71,4.87,4.83,4.9,4.95,4.95,5.0,4.83,90.0,77.0,-2.0325579557809865,-1.7660917224794777,-2.292634762140881,-2.9759296462578146,-2.9759296462578146,-6.907755278982137,-1.7660917224794777
72,4.71,4.79,4.41,4.9,4.97,4.93,4.69,100.0,50.0,-1.2344320118106444,-1.5558971455060706,-0.5259392615760391,-2.292634762140881,-3.4737680744969825,-2.645075401940818,-1.1679623668029042
73,4.33,4.0,4.0,4.33,4.33,4.33,4.33,,,-0.39898614201045535,0.0009995003330834232,0.0009995003330834232,-0.39898614201045535,-0.39898614201045535,-0.39898614201045535,-0.39898614201045535
74,4.49,4.66,4.41,4.74,4.73,4.72,4.57,100.0,98.0,-0.6713856887784331,-1.0758728016986208,-0.5259392615760391,-1.3432348716594444,-1.3056364581024378,-1.2694006096483903,-0.84164718887839
75,4.84,4.76,4.85,4.92,4.97,4.83,4.72,100.0,80.0,-1.8263509139976732,-1.4229583454914811,-1.8904754421672103,-2.5133061243096972,-3.4737680744969825,-1.7660917224794777,-1.2694006096483903
76,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,25.0,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
77,4.96,4.96,4.98,4.98,4.98,4.96,4.9,100.0,78.0,-3.1941832122778284,-3.1941832122778284,-3.8632328412587342,-3.8632328412587342,-3.8632328412587342,-3.1941832122778284,-2.292634762140881
78,4.41,4.24,4.45,4.41,4.34,4.66,4.59,0.0,0.0,-0.5259392615760391,-0.27312192112045147,-0.5960204698292229,-0.5259392615760391,-0.41400143913045057,-1.0758728016986208,-0.8891620644859021
79,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
80,3.5,4.0,4.0,3.67,4.67,3.67,3.33,0.0,0.0,0.40613155265132483,0.0009995003330834232,0.0009995003330834232,0.2859305394129745,-1.105636903605074,0.2859305394129745,0.5134222496132566
81,4.76,4.83,4.87,4.87,4.8,4.33,4.7,90.0,58.0,-1.4229583454914811,-1.7660917224794777,-2.0325579557809865,-2.0325579557809865,-1.6044503709230604,-0.39898614201045535,-1.2006450142332619
82,4.91,4.89,4.9,4.88,4.89,4.98,4.77,90.0,13.0,-2.3968957724652884,-2.1982250776698002,-2.292634762140881,-2.111964733385395,-2.1982250776698002,-3.8632328412587342,-1.4653375684603416
83,4.68,4.81,4.59,4.85,4.81,4.89,4.59,100.0,56.0,-1.1363141558521204,-1.6554818509355052,-0.8891620644859021,-1.8904754421672103,-1.6554818509355052,-2.1982250776698002,-0.8891620644859021
84,4.8,4.81,4.59,4.93,4.87,4.85,4.76,100.0,95.0,-1.6044503709230604,-1.6554818509355052,-0.8891620644859021,-2.645075401940818,-2.0325579557809865,-1.8904754421672103,-1.4229583454914811
85,4.86,4.93,4.83,4.98,5.0,4.98,4.86,100.0,0.0,-1.958995388603971,-2.645075401940818,-1.7660917224794777,-3.8632328412587342,-6.907755278982137,-3.8632328412587342,-1.958995388603971
86,4.54,4.48,4.5,4.65,4.7,4.67,4.5,100.0,68.0,-0.7743572359854886,-0.6520052372287709,-0.6911491778972723,-1.0469690555162723,-1.2006450142332619,-1.105636903605074,-0.6911491778972723
87,4.91,4.86,4.91,4.95,4.95,4.73,4.91,100.0,33.0,-2.3968957724652884,-1.958995388603971,-2.3968957724652884,-2.9759296462578146,-2.9759296462578146,-1.3056364581024378,-2.3968957724652884
88,4.71,4.86,4.82,4.89,4.92,4.38,4.72,,,-1.2344320118106444,-1.958995388603971,-1.709258247716313,-2.1982250776698002,-2.5133061243096972,-0.4764241970486581,-1.2694006096483903
89,4.76,4.66,4.66,4.82,4.84,4.61,4.58,71.0,41.0,-1.4229583454914811,-1.0758728016986208,-1.0758728016986208,-1.709258247716313,-1.8263509139976732,-0.9390477189967721,-0.8651224452997558
90,4.62,4.77,4.77,4.73,4.7,4.56,4.61,94.0,50.0,-0.9649559038554364,-1.4653375684603416,-1.4653375684603416,-1.3056364581024378,-1.2006450142332619,-0.8187104035352901,-0.9390477189967721
91,4.8,4.82,4.45,4.94,4.92,4.52,4.75,,100.0,-1.6044503709230604,-1.709258247716313,-0.5960204698292229,-2.796881414808832,-2.5133061243096972,-0.731888008876375,-1.3823023398503531
92,4.85,4.85,4.62,5.0,5.0,5.0,4.77,100.0,97.0,-1.8904754421672103,-1.8904754421672103,-0.9649559038554364,-6.907755278982137,-6.907755278982137,-6.907755278982137,-1.4653375684603416
93,4.69,4.85,4.82,4.83,4.72,4.83,4.72,,0.0,-1.1679623668029042,-1.8904754421672103,-1.709258247716313,-1.7660917224794777,-1.2694006096483903,-1.7660917224794777,-1.2694006096483903
94,4.75,4.74,4.68,4.89,4.94,4.98,4.65,60.0,3.0,-1.3823023398503531,-1.3432348716594444,-1.1363141558521204,-2.1982250776698002,-2.796881414808832,-3.8632328412587342,-1.0469690555162723
95,4.84,4.81,4.84,4.97,4.89,4.19,4.65,90.0,93.0,-1.8263509139976732,-1.6554818509355052,-1.8263509139976732,-3.4737680744969825,-2.1982250776698002,-0.2094872248667246,-1.0469690555162723
96,4.63,4.83,4.72,4.86,4.93,4.53,4.69,100.0,91.0,-0.9915532163747016,-1.7660917224794777,-1.2694006096483903,-1.958995388603971,-2.645075401940818,-0.7528971849657198,-1.1679623668029042
97,4.78,4.83,4.56,5.0,4.83,4.44,4.67,,,-1.5095925774643855,-1.7660917224794777,-0.8187104035352901,-6.907755278982137,-1.7660917224794777,-0.5780343734594414,-1.105636903605074
98,4.89,4.94,4.91,4.95,4.99,4.97,4.83,100.0,100.0,-2.1982250776698002,-2.796881414808832,-2.3968957724652884,-2.9759296462578146,-4.509860006183786,-3.4737680744969825,-1.7660917224794777
99,4.42,4.64,4.36,4.82,5.0,4.82,4.55,100.0,36.0,-0.5430045221302257,-1.0188773206492552,-0.4447258220614675,-1.709258247716313,-6.907755278982137,-1.709258247716313,-0.7962879394794583
100,,,,,,,,,,,,,,,,
101,4.65,4.6,4.49,4.86,4.87,4.88,4.61,83.0,33.0,-1.0469690555162723,-0.9137938516755669,-0.6713856887784331,-1.958995388603971,-2.0325579557809865,-2.111964733385395,-0.9390477189967721
102,4.69,4.77,4.62,4.79,4.83,4.77,4.61,100.0,100.0,-1.1679623668029042,-1.4653375684603416,-0.9649559038554364,-1.5558971455060706,-1.7660917224794777,-1.4653375684603416,-0.9390477189967721
103,4.76,4.75,4.75,4.75,4.83,4.5,4.67,100.0,33.0,-1.4229583454914811,-1.3823023398503531,-1.3823023398503531,-1.3823023398503531,-1.7660917224794777,-0.6911491778972723,-1.105636903605074
104,4.3,4.15,4.05,4.0,4.15,4.2,4.15,100.0,84.0,-0.35524739194754673,-0.16134315040876332,-0.05024121643674656,0.0009995003330834232,-0.16134315040876332,-0.22189433191377805,-0.16134315040876332
105,4.83,4.73,4.79,4.91,4.9,4.89,4.81,100.0,100.0,-1.7660917224794777,-1.3056364581024378,-1.5558971455060706,-2.3968957724652884,-2.292634762140881,-2.1982250776698002,-1.6554818509355052
106,,,,,,,,,,,,,,,,
107,4.42,4.47,4.7,4.5,4.48,3.88,4.38,90.0,79.0,-0.5430045221302257,-0.6329932577401978,-1.2006450142332619,-0.6911491778972723,-0.6520052372287709,0.11422114409002286,-0.4764241970486581
108,4.94,5.0,4.88,5.0,4.94,4.94,5.0,100.0,100.0,-2.796881414808832,-6.907755278982137,-2.111964733385395,-6.907755278982137,-2.796881414808832,-2.796881414808832,-6.907755278982137
109,4.34,4.41,4.3,4.59,4.78,4.44,4.35,100.0,36.0,-0.41400143913045057,-0.5259392615760391,-0.35524739194754673,-0.8891620644859021,-1.5095925774643855,-0.5780343734594414,-0.42924563677356725
110,4.0,4.75,4.25,4.5,5.0,4.25,4.25,100.0,36.0,0.0009995003330834232,-1.3823023398503531,-0.28634962721800233,-0.6911491778972723,-6.907755278982137,-0.28634962721800233,-0.28634962721800233
111,4.71,4.5,4.44,4.81,4.63,4.69,4.44,100.0,36.0,-1.2344320118106444,-0.6911491778972723,-0.5780343734594414,-1.6554818509355052,-0.9915532163747016,-1.1679623668029042,-0.5780343734594414
112,,,,,,,,,,,,,,,,
113,4.7,4.85,4.68,4.91,4.89,4.95,4.85,100.0,100.0,-1.2006450142332619,-1.8904754421672103,-1.1363141558521204,-2.3968957724652884,-2.1982250776698002,-2.9759296462578146,-1.8904754421672103
114,4.35,4.6,4.85,4.55,4.45,3.91,4.45,90.0,79.0,-0.42924563677356725,-0.9137938516755669,-1.8904754421672103,-0.7962879394794583,-0.5960204698292229,0.08709470685093354,-0.5960204698292229
115,4.85,4.89,4.88,4.97,4.88,4.48,4.81,100.0,98.0,-1.8904754421672103,-2.1982250776698002,-2.111964733385395,-3.4737680744969825,-2.111964733385395,-0.6520052372287709,-1.6554818509355052
116,4.79,4.76,4.79,5.0,4.97,4.85,4.74,100.0,100.0,-1.5558971455060706,-1.4229583454914811,-1.5558971455060706,-6.907755278982137,-3.4737680744969825,-1.8904754421672103,-1.3432348716594444
117,4.65,4.73,4.57,4.67,4.74,4.49,4.64,100.0,64.0,-1.0469690555162723,-1.3056364581024378,-0.84164718887839,-1.105636903605074,-1.3432348716594444,-0.6713856887784331,-1.0188773206492552
118,4.81,4.89,4.78,4.96,4.92,4.92,4.81,100.0,100.0,-1.6554818509355052,-2.1982250776698002,-1.5095925774643855,-3.1941832122778284,-2.5133061243096972,-2.5133061243096972,-1.6554818509355052
119,4.69,4.83,4.8,4.95,4.94,4.89,4.62,96.0,66.0,-1.1679623668029042,-1.7660917224794777,-1.6044503709230604,-2.9759296462578146,-2.796881414808832,-2.1982250776698002,-0.9649559038554364
120,4.82,4.89,4.74,4.92,4.94,4.88,4.66,100.0,86.0,-1.709258247716313,-2.1982250776698002,-1.3432348716594444,-2.5133061243096972,-2.796881414808832,-2.111964733385395,-1.0758728016986208
121,4.98,4.99,4.97,4.97,5.0,4.97,4.91,100.0,88.0,-3.8632328412587342,-4.509860006183786,-3.4737680744969825,-3.4737680744969825,-6.907755278982137,-3.4737680744969825,-2.3968957724652884
122,4.86,4.92,4.94,4.9,4.92,4.57,4.8,100.0,98.0,-1.958995388603971,-2.5133061243096972,-2.796881414808832,-2.292634762140881,-2.5133061243096972,-0.84164718887839,-1.6044503709230604
123,4.75,4.38,3.88,4.63,5.0,5.0,4.63,100.0,13.0,-1.3823023398503531,-0.4764241970486581,0.11422114409002286,-0.9915532163747016,-6.907755278982137,-6.907755278982137,-0.9915532163747016
124,4.7,4.67,4.74,4.75,4.81,4.65,4.7,100.0,96.0,-1.2006450142332619,-1.105636903605074,-1.3432348716594444,-1.3823023398503531,-1.6554818509355052,-1.0469690555162723,-1.2006450142332619
125,4.72,4.72,4.64,4.76,4.76,4.84,4.8,,,-1.2694006096483903,-1.2694006096483903,-1.0188773206492552,-1.4229583454914811,-1.4229583454914811,-1.8263509139976732,-1.6044503709230604
126,4.65,4.82,4.67,4.85,4.98,4.69,4.6,,,-1.0469690555162723,-1.709258247716313,-1.105636903605074,-1.8904754421672103,-3.8632328412587342,-1.1679623668029042,-0.9137938516755669
127,5.0,4.5,5.0,5.0,5.0,5.0,5.0,100.0,36.0,-6.907755278982137,-0.6911491778972723,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137,-6.907755278982137
128,4.74,4.84,4.5,4.87,4.95,4.68,4.66,70.0,42.0,-1.3432348716594444,-1.8263509139976732,-0.6911491778972723,-2.0325579557809865,-2.9759296462578146,-1.1363141558521204,-1.0758728016986208
129,4.37,4.55,4.15,4.52,4.58,4.5,4.21,86.0,100.0,-0.4604494164409241,-0.7962879394794583,-0.16134315040876332,-0.731888008876375,-0.8651224452997558,-0.6911491778972723,-0.23445731121448313
130,4.79,4.91,4.65,4.97,4.94,4.85,4.71,,,-1.5558971455060706,-2.3968957724652884,-1.0469690555162723,-3.4737680744969825,-2.796881414808832,-1.8904754421672103,-1.2344320118106444
131,4.88,4.71,4.29,4.86,5.0,5.0,4.71,,,-2.111964733385395,-1.2344320118106444,-0.3410828491788962,-1.958995388603971,-6.907755278982137,-6.907755278982137,-1.2344320118106444
132,4.72,4.75,4.67,4.68,4.71,4.45,4.63,100.0,64.0,-1.2694006096483903,-1.3823023398503531,-1.105636903605074,-1.1363141558521204,-1.2344320118106444,-0.5960204698292229,-0.9915532163747016
133,5.0,4.67,4.67,5.0,5.0,4.67,4.67,,,-6.907755278982137,-1.105636903605074,-1.105636903605074,-6.907755278982137,-6.907755278982137,-1.105636903605074,-1.105636903605074
134,4.53,4.68,4.37,4.81,4.84,4.83,4.42,100.0,100.0,-0.7528971849657198,-1.1363141558521204,-0.4604494164409241,-1.6554818509355052,-1.8263509139976732,-1.7660917224794777,-0.5430045221302257
